State, Sum of Math and Reading
CT	1019
NJ	1012
MA	1026
NY	1000
NH	1036
RI	1000
PA	999
VT	1017
ME	1006
VA	1011
DE	1000
MD	1018
NC	992
GA	980
IN	1000
SC	974
DC	956
OR	1052
FL	997
WA	1054
TX	992
HI	1000
AK	1024
CA	1015
AZ	1048
NV	1024
CO	1081
OH	973
MT	1078
WV	1039
ID	1085
TN	1115
NM	1093
IL	1165
KY	1100
WY	1092
MI	1133
MN	1169
KS	1157
AL	1113
NB	1130
OK	1128
MO	1154
LA	1126
WI	1180
AR	1112
UT	1145
IA	1196
SD	1159
ND	1191
MS	1117
All	1020
